object 0 
a 0.687952 
b 1.431804 
c 1.463750 
d 1.342514 
e 1.355535 
f 1.544231 
g 1.369264 
h 1.568870 
i 1.133907 
j 1.011561 
k  0.710771 
l  1.018019 
m  0.912497 
n  0.745193 
o  1.043030 
p  0.861758 
q  0.874395 
r  1.428099 
s  0.846424 
t  1.109594 
u  0.881831 
v  0.730119 
w  1.913372 
x  0.968793 
y  0.811757 
z  0.820177 
aa 0.935211 
ab 0.761958 
ac 1.100465 
ad 0.980593 
